County,FIPS,Average Annual Count,State
Claiborne County,28021.0,46.0,Mississippi
Crook County,56011.0,48.0,Wyoming
Mitchell County,48335.0,42.0,Texas
Carroll County,5015.0,189.0,Arkansas
Bowman County,38011.0,18.0,North Dakota
Boyd County,31015.0,13.0,Nebraska
Logan County,39091.0,268.0,Ohio
Anderson County,48001.0,295.0,Texas
Lee County,48287.0,103.0,Texas
Dale County,1045.0,269.0,Alabama
San Augustine County,48405.0,60.0,Texas
Dodge County,55027.0,530.0,Wisconsin
Cook County,17031.0,26155.0,Illinois
Howard County,48227.0,161.0,Texas
Pennington County,46103.0,610.0,South Dakota
Houston County,1069.0,596.0,Alabama
Oklahoma County,40109.0,3673.0,Oklahoma
Montgomery County,13209.0,48.0,Georgia
Rankin County,28121.0,803.0,Mississippi
Radford City,51750.0,52.0,Virginia
Osage County,40113.0,289.0,Oklahoma
Van Wert County,39161.0,169.0,Ohio
McLean County,17113.0,776.0,Illinois
Hall County,31079.0,306.0,Nebraska
Concordia Parish,22029.0,107.0,Louisiana
Bingham County,16011.0,219.0,Idaho
Mellette County,46095.0,9.0,South Dakota
Schley County,13249.0,25.0,Georgia
Beadle County,46005.0,105.0,South Dakota
Bamberg County,45009.0,90.0,South Carolina
Bulloch County,13031.0,314.0,Georgia
Owyhee County,16073.0,67.0,Idaho
Randolph County,1111.0,138.0,Alabama
Decatur County,13087.0,158.0,Georgia
Prince of Wales-Hyder Census Area,2198.0,34.0,Alaska
Gallatin County,30031.0,494.0,Montana
Jackson County,37099.0,242.0,North Carolina
Indiana County,42063.0,485.0,Pennsylvania
Chesterfield County,45025.0,254.0,South Carolina
Winston County,1133.0,151.0,Alabama
Shiawassee County,26155.0,402.0,Michigan
Hancock County,39063.0,414.0,Ohio
Calhoun County,48057.0,115.0,Texas
Cache County,49005.0,436.0,Utah
Palm Beach County,12099.0,10075.0,Florida
Darlington County,45031.0,373.0,South Carolina
Jerome County,16053.0,104.0,Idaho
Van Buren County,26159.0,436.0,Michigan
Ingham County,26065.0,1285.0,Michigan
Chicot County,5017.0,66.0,Arkansas
Pueblo County,8101.0,950.0,Colorado
Callahan County,48059.0,87.0,Texas
Jackson County,29095.0,3561.0,Missouri
Tuscola County,26157.0,338.0,Michigan
St. Louis City,29510.0,1483.0,Missouri
Laclede County,29105.0,200.0,Missouri
Bandera County,48019.0,164.0,Texas
Val Verde County,48465.0,207.0,Texas
Spink County,46115.0,41.0,South Dakota
Macon County,1087.0,113.0,Alabama
Paulding County,39125.0,113.0,Ohio
Grant County,46051.0,50.0,South Dakota
Ravalli County,30081.0,318.0,Montana
Cumberland County,42041.0,1460.0,Pennsylvania
Green County,55045.0,222.0,Wisconsin
Rockbridge County,51163.0,165.0,Virginia
Robertson County,48395.0,101.0,Texas
Jo Daviess County,17085.0,164.0,Illinois
Custer County,40039.0,130.0,Oklahoma
Rockwall County,48397.0,467.0,Texas
Adams County,28001.0,183.0,Mississippi
Nash County,37127.0,546.0,North Carolina
Koochiching County,27071.0,94.0,Minnesota
Dallas County,48113.0,10481.0,Texas
Clearfield County,42033.0,509.0,Pennsylvania
Dade County,13083.0,95.0,Georgia
Box Butte County,31013.0,60.0,Nebraska
Wrangell Borough,2275.0,15.0,Alaska
Canadian County,40017.0,681.0,Oklahoma
Valley County,16085.0,82.0,Idaho
Baker County,13007.0,20.0,Georgia
Page County,51139.0,156.0,Virginia
Hansford County,48195.0,25.0,Texas
Watauga County,37189.0,262.0,North Carolina
Goliad County,48175.0,47.0,Texas
Collier County,12021.0,3004.0,Florida
Ashley County,5003.0,120.0,Arkansas
Transylvania County,37175.0,271.0,North Carolina
Sumter County,45085.0,552.0,South Carolina
Ray County,29177.0,138.0,Missouri
Oneida County,16071.0,26.0,Idaho
Davis County,49011.0,1331.0,Utah
Twin Falls County,16083.0,438.0,Idaho
Duval County,48131.0,51.0,Texas
Chowan County,37041.0,98.0,North Carolina
Monroe County,1099.0,122.0,Alabama
Lake County,47095.0,38.0,Tennessee
Randolph County,13243.0,45.0,Georgia
Edmunds County,46045.0,27.0,South Dakota
Wagoner County,40145.0,424.0,Oklahoma
Hood River County,41027.0,126.0,Oregon
New York County,36061.0,8725.0,New York
Winchester City,51840.0,144.0,Virginia
Gray County,48179.0,110.0,Texas
Chester County,42029.0,2843.0,Pennsylvania
Perquimans County,37143.0,97.0,North Carolina
Amador County,6005.0,305.0,California
Crisp County,13081.0,120.0,Georgia
Newberry County,45071.0,224.0,South Carolina
Sawyer County,55113.0,133.0,Wisconsin
Davidson County,47037.0,3105.0,Tennessee
Dare County,37055.0,245.0,North Carolina
Choctaw County,28019.0,53.0,Mississippi
Howard County,29089.0,58.0,Missouri
San Diego County,6073.0,15558.0,California
Dallas County,1047.0,221.0,Alabama
Miller County,13201.0,36.0,Georgia
Nez Perce County,16069.0,252.0,Idaho
Montcalm County,26117.0,369.0,Michigan
Catoosa County,13047.0,378.0,Georgia
Essex County,50009.0,46.0,Vermont
Wyandot County,39175.0,131.0,Ohio
Wasco County,41065.0,160.0,Oregon
Campbell County,51031.0,342.0,Virginia
Bannock County,16005.0,393.0,Idaho
Allendale County,45005.0,50.0,South Carolina
Bedford City and County,51917.0,517.0,Virginia
Cumberland County,51049.0,64.0,Virginia
Grady County,13131.0,146.0,Georgia
Wright County,19197.0,83.0,Iowa
Atoka County,40005.0,79.0,Oklahoma
Huron County,26063.0,224.0,Michigan
Kearney County,31099.0,38.0,Nebraska
Presque Isle County,26141.0,103.0,Michigan
Karnes County,48255.0,66.0,Texas
Grant County,31075.0,4.0,Nebraska
Dawson County,30021.0,52.0,Montana
Griggs County,38039.0,19.0,North Dakota
Horry County,45051.0,2335.0,South Carolina
Washoe County,32031.0,2481.0,Nevada
Dimmit County,48127.0,43.0,Texas
Trumbull County,39155.0,1271.0,Ohio
Dade County,29057.0,51.0,Missouri
Weston County,56045.0,44.0,Wyoming
Butte County,46019.0,62.0,South Dakota
Wayne County,17191.0,106.0,Illinois
Lauderdale County,28075.0,401.0,Mississippi
Van Buren County,47175.0,42.0,Tennessee
Butler County,42019.0,1140.0,Pennsylvania
Deuel County,46039.0,27.0,South Dakota
Hampshire County,54027.0,154.0,West Virginia
Lyman County,46085.0,21.0,South Dakota
Meagher County,30059.0,15.0,Montana
Jackson County,1071.0,320.0,Alabama
Jones County,48253.0,98.0,Texas
Sioux County,38085.0,13.0,North Dakota
Stone County,5137.0,91.0,Arkansas
Larimer County,8069.0,1744.0,Colorado
Pierce County,31139.0,42.0,Nebraska
Antrim County,26009.0,172.0,Michigan
El Dorado County,6017.0,1208.0,California
Greene County,29077.0,1499.0,Missouri
Marshall County,1095.0,515.0,Alabama
Cleburne County,1029.0,88.0,Alabama
Stanislaus County,6099.0,2412.0,California
Ashe County,37009.0,194.0,North Carolina
Cottle County,48101.0,9.0,Texas
Missaukee County,26113.0,94.0,Michigan
Stephens County,48429.0,54.0,Texas
Kemper County,28069.0,53.0,Mississippi
Camden County,29029.0,339.0,Missouri
Limestone County,1083.0,522.0,Alabama
Polk County,55095.0,289.0,Wisconsin
Addison County,50001.0,226.0,Vermont
Marion County,1093.0,184.0,Alabama
Williamsburg County,45089.0,192.0,South Carolina
Blaine County,16013.0,142.0,Idaho
Abbeville County,45001.0,151.0,South Carolina
Wharton County,48481.0,220.0,Texas
Logan County,40083.0,257.0,Oklahoma
Graham County,37075.0,55.0,North Carolina
Chilton County,1021.0,237.0,Alabama
Knox County,31107.0,53.0,Nebraska
Latah County,16057.0,171.0,Idaho
Washtenaw County,26161.0,1694.0,Michigan
McDonald County,29119.0,120.0,Missouri
Broward County,12011.0,10414.0,Florida
Stafford County,51179.0,631.0,Virginia
Orange County,12095.0,6048.0,Florida
Polk County,41053.0,457.0,Oregon
Pope County,17151.0,31.0,Illinois
Fayette County,1057.0,100.0,Alabama
Pike County,5109.0,62.0,Arkansas
Oconee County,13219.0,206.0,Georgia
Northwest Arctic Borough,2188.0,24.0,Alaska
Kleberg County,48273.0,125.0,Texas
Franklin County,1059.0,170.0,Alabama
Emmet County,26047.0,214.0,Michigan
Albany County,56001.0,141.0,Wyoming
Denton County,48121.0,3521.0,Texas
Lincoln Parish,22061.0,201.0,Louisiana
Hamilton County,19079.0,91.0,Iowa
Weber County,49057.0,1046.0,Utah
Brown County,31017.0,20.0,Nebraska
Miami-Dade County,12086.0,14117.0,Florida
Lake County,41037.0,58.0,Oregon
Henderson County,17071.0,48.0,Illinois
Franklin County,28037.0,48.0,Mississippi
White County,17193.0,91.0,Illinois
Mesa County,8077.0,886.0,Colorado
Cherokee County,1019.0,163.0,Alabama
Allamakee County,19005.0,92.0,Iowa
Tuolumne County,6109.0,403.0,California
Wilson County,48493.0,255.0,Texas
Teton County,16081.0,52.0,Idaho
Swift County,27151.0,65.0,Minnesota
Benewah County,16009.0,62.0,Idaho
Montgomery County,48339.0,2733.0,Texas
Newport News City,51700.0,821.0,Virginia
Livingston County,26093.0,1091.0,Michigan
Berkeley County,45015.0,1050.0,South Carolina
Hillsdale County,26059.0,274.0,Michigan
Lancaster County,31109.0,1426.0,Nebraska
Jefferson County,48245.0,1243.0,Texas
Natrona County,56025.0,397.0,Wyoming
Houston County,48225.0,141.0,Texas
Minidoka County,16067.0,105.0,Idaho
Pemiscot County,29155.0,85.0,Missouri
Clarion County,42031.0,219.0,Pennsylvania
Washington County,48477.0,220.0,Texas
Nantucket County,25019.0,70.0,Massachusetts
Newport County,44005.0,568.0,Rhode Island
Lake County,6033.0,436.0,California
Atascosa County,48013.0,229.0,Texas
Cascade County,30013.0,464.0,Montana
Coffee County,1031.0,277.0,Alabama
Ralls County,29173.0,66.0,Missouri
Knox County,29103.0,23.0,Missouri
Iron County,49021.0,222.0,Utah
Johnson County,31097.0,31.0,Nebraska
Bon Homme County,46009.0,42.0,South Dakota
Travis County,48453.0,4761.0,Texas
Greene County,51079.0,112.0,Virginia
Carson County,48065.0,34.0,Texas
Hampton County,45049.0,106.0,South Carolina
Garden County,31069.0,15.0,Nebraska
Coos County,41011.0,461.0,Oregon
Walworth County,46129.0,34.0,South Dakota
Irwin County,13155.0,52.0,Georgia
Frontier County,31063.0,18.0,Nebraska
Madison County,30057.0,65.0,Montana
Solano County,6095.0,2281.0,California
Miller County,5091.0,221.0,Arkansas
Benton County,5007.0,1220.0,Arkansas
Dodge County,13091.0,114.0,Georgia
Delta County,26041.0,253.0,Michigan
Williams County,39171.0,215.0,Ohio
Deer Lodge County,30023.0,68.0,Montana
Mason County,26105.0,190.0,Michigan
Centre County,42027.0,715.0,Pennsylvania
Madison County,48313.0,64.0,Texas
Lemhi County,16059.0,66.0,Idaho
Halifax County with South Boston City,51083.0,229.0,Virginia
Calumet County,55015.0,267.0,Wisconsin
Glasscock County,48173.0,5.0,Texas
Llano County,48299.0,184.0,Texas
Gooding County,16047.0,82.0,Idaho
Lincoln County,5079.0,64.0,Arkansas
Bronx County,36005.0,6414.0,New York
Napa County,6055.0,801.0,California
Platte County,56031.0,62.0,Wyoming
Clinton County,26037.0,421.0,Michigan
Calaveras County,6009.0,335.0,California
Cochran County,48079.0,13.0,Texas
Fall River County,46047.0,58.0,South Dakota
Washington County,41067.0,2671.0,Oregon
Candler County,13043.0,61.0,Georgia
Wilbarger County,48487.0,68.0,Texas
Chase County,31029.0,22.0,Nebraska
Lawrence County,29109.0,208.0,Missouri
DeBaca County,35011.0,13.0,New Mexico
Rock County,31149.0,10.0,Nebraska
Osceola County,26133.0,141.0,Michigan
Sutter County,6101.0,479.0,California
Iowa County,55049.0,138.0,Wisconsin
McKean County,42083.0,235.0,Pennsylvania
Shelby County,48419.0,130.0,Texas
Greer County,40055.0,29.0,Oklahoma
Howard County,24027.0,1561.0,Maryland
Dallam County,48111.0,27.0,Texas
Shenandoah County,51171.0,271.0,Virginia
Yakima County,53077.0,1103.0,Washington
Bayfield County,55007.0,123.0,Wisconsin
Dooly County,13093.0,68.0,Georgia
Maui County,15009.0,908.0,Hawaii
Deschutes County,41017.0,1128.0,Oregon
Luce County,26095.0,37.0,Michigan
Hardin County,47071.0,173.0,Tennessee
Kalamazoo County,26077.0,1211.0,Michigan
Delaware County,40041.0,270.0,Oklahoma
Middlesex County,25017.0,8022.0,Massachusetts
Carbon County,56007.0,76.0,Wyoming
Dundy County,31057.0,12.0,Nebraska
Yolo County,6113.0,877.0,California
Madison County,16065.0,97.0,Idaho
James City County,51095.0,530.0,Virginia
Kings County,36047.0,12218.0,New York
Marion County,13197.0,49.0,Georgia
Cedar County,29039.0,92.0,Missouri
Chaffee County,8015.0,132.0,Colorado
Carter County,47019.0,357.0,Tennessee
Texas County,29215.0,147.0,Missouri
Dona Ana County,35013.0,1009.0,New Mexico
Crosby County,48107.0,28.0,Texas
Phelps County,31137.0,52.0,Nebraska
Westmoreland County,42129.0,2300.0,Pennsylvania
Jackson County,48239.0,81.0,Texas
Grant County,53025.0,425.0,Washington
Nelson County,51125.0,110.0,Virginia
Newton County,5101.0,53.0,Arkansas
Wayne County,49055.0,16.0,Utah
Fayette County,48149.0,167.0,Texas
Cleveland County,40027.0,1282.0,Oklahoma
Linn County,41043.0,699.0,Oregon
Morgan County,49029.0,48.0,Utah
Prairie County,5117.0,54.0,Arkansas
Hawaii County,15001.0,1201.0,Hawaii
Carroll County,51035.0,196.0,Virginia
George County,28039.0,115.0,Mississippi
Benton County,53005.0,956.0,Washington
Marion County,5089.0,131.0,Arkansas
Maverick County,48323.0,219.0,Texas
Wells County,38103.0,32.0,North Dakota
Franklin County,16041.0,61.0,Idaho
Lauderdale County,1077.0,522.0,Alabama
Lee County,45061.0,95.0,South Carolina
Weld County,8123.0,1321.0,Colorado
Essex County,36031.0,258.0,New York
Pulaski County,51155.0,217.0,Virginia
Union County,21225.0,77.0,Kentucky
Fergus County,30027.0,76.0,Montana
Franklin County,25011.0,452.0,Massachusetts
Otsego County,26137.0,147.0,Michigan
Quitman County,13239.0,18.0,Georgia
York County,51199.0,355.0,Virginia
Boise County,16015.0,56.0,Idaho
Fairfield County,45039.0,139.0,South Carolina
Wayne County,42127.0,348.0,Pennsylvania
Hoonah-Angoon Census Area,2105.0,16.0,Alaska
Cherry County,31031.0,33.0,Nebraska
Blount County,1009.0,319.0,Alabama
Telfair County,13271.0,69.0,Georgia
Jeff Davis County,13161.0,73.0,Georgia
Contra Costa County,6013.0,5781.0,California
Kent County,26081.0,2909.0,Michigan
Teton County,56039.0,114.0,Wyoming
Comal County,48091.0,849.0,Texas
Cassia County,16031.0,105.0,Idaho
Irion County,48235.0,10.0,Texas
Refugio County,48391.0,41.0,Texas
Hampton City,51650.0,669.0,Virginia
Highland County,51091.0,18.0,Virginia
Taylor County,55119.0,118.0,Wisconsin
Cook County,27031.0,43.0,Minnesota
Fairbanks North Star,2090.0,369.0,Alaska
Lincoln County,8073.0,30.0,Colorado
Glades County,12043.0,87.0,Florida
Collin County,48085.0,4092.0,Texas
Colfax County,31037.0,45.0,Nebraska
Medina County,48325.0,257.0,Texas
Bexar County,48029.0,7988.0,Texas
Richland County,45079.0,1757.0,South Carolina
Henry County,51089.0,333.0,Virginia
Orange County,6059.0,15089.0,California
Honolulu County,15003.0,5217.0,Hawaii
Guadalupe County,48187.0,767.0,Texas
Ionia County,26067.0,317.0,Michigan
Nevada County,5099.0,51.0,Arkansas
Hickory County,29085.0,65.0,Missouri
Perry County,5105.0,58.0,Arkansas
Sevier County,49041.0,102.0,Utah
Buffalo County,55011.0,86.0,Wisconsin
Wasatch County,49051.0,137.0,Utah
Converse County,56009.0,72.0,Wyoming
Sheridan County,30091.0,24.0,Montana
Lafayette County,28071.0,220.0,Mississippi
Charlton County,13049.0,61.0,Georgia
Lancaster County,45057.0,554.0,South Carolina
Sacramento County,6067.0,7111.0,California
Hampshire County,25015.0,823.0,Massachusetts
Yavapai County,4025.0,1830.0,Arizona
Brazos County,48041.0,709.0,Texas
Warren County,51187.0,213.0,Virginia
Cullman County,1043.0,471.0,Alabama
Geneva County,1061.0,155.0,Alabama
Adair County,29001.0,109.0,Missouri
Little River County,5081.0,73.0,Arkansas
Childress County,48075.0,32.0,Texas
La Paz County,4012.0,134.0,Arizona
Box Elder County,49003.0,228.0,Utah
Nodaway County,29147.0,101.0,Missouri
La Salle County,48283.0,28.0,Texas
Sandoval County,35043.0,776.0,New Mexico
Atkinson County,13003.0,37.0,Georgia
Cheboygan County,26031.0,182.0,Michigan
Barry County,26015.0,345.0,Michigan
Bates County,29013.0,90.0,Missouri
Suffolk County,25025.0,3187.0,Massachusetts
Madison County,1089.0,1848.0,Alabama
Buena Vista County,19021.0,101.0,Iowa
Salt Lake County,49035.0,4366.0,Utah
Jackson County,40065.0,113.0,Oklahoma
Lincoln County,16063.0,23.0,Idaho
Mohave County,4015.0,1629.0,Arizona
Kodiak Island Borough,2150.0,52.0,Alaska
Caldwell County,48055.0,214.0,Texas
Mendocino County,6045.0,550.0,California
Northumberland County,51133.0,110.0,Virginia
Upton County,48461.0,14.0,Texas
Denver County,8031.0,2746.0,Colorado
Harris County,48201.0,17610.0,Texas
Oktibbeha County,28105.0,180.0,Mississippi
Polk County,5113.0,122.0,Arkansas
Big Horn County,56003.0,69.0,Wyoming
Scurry County,48415.0,77.0,Texas
Wibaux County,30109.0,7.0,Montana
Kusilvak Census Area,2158.0,18.0,Alaska
Garrett County,24023.0,181.0,Maryland
Sherman County,31163.0,21.0,Nebraska
Patrick County,51141.0,124.0,Virginia
Dukes County,25007.0,137.0,Massachusetts
Franklin County,12037.0,83.0,Florida
Comanche County,48093.0,84.0,Texas
Taylor County,13269.0,47.0,Georgia
Johnson County,47091.0,113.0,Tennessee
Mariposa County,6043.0,127.0,California
Long County,13183.0,58.0,Georgia
Darke County,39037.0,292.0,Ohio
Rockingham County,51165.0,455.0,Virginia
Franklin County,42055.0,860.0,Pennsylvania
Adams County,8001.0,1905.0,Colorado
Pasquotank County,37139.0,209.0,North Carolina
Kern County,6029.0,3355.0,California
Sheridan County,56033.0,179.0,Wyoming
Madison County,51113.0,85.0,Virginia
Daviess County,29061.0,47.0,Missouri
Keya Paha County,31103.0,5.0,Nebraska
Jefferson County,8059.0,2920.0,Colorado
Live Oak County,48297.0,63.0,Texas
Austin County,48015.0,168.0,Texas
Mills County,48333.0,31.0,Texas
Nevada County,6057.0,708.0,California
Otero County,35035.0,323.0,New Mexico
Hayes County,31085.0,4.0,Nebraska
Grant County,38037.0,18.0,North Dakota
Columbia County,5027.0,110.0,Arkansas
Eau Claire County,55035.0,492.0,Wisconsin
Wahkiakum County,53069.0,31.0,Washington
Union County,41061.0,145.0,Oregon
Shackelford County,48417.0,18.0,Texas
Iron County,26071.0,87.0,Michigan
Moore County,47127.0,38.0,Tennessee
Kinney County,48271.0,20.0,Texas
Branch County,26023.0,239.0,Michigan
St. Joseph County,26149.0,316.0,Michigan
Carroll County,29033.0,53.0,Missouri
Cavalier County,38019.0,25.0,North Dakota
Franklin County,53021.0,311.0,Washington
Hall County,48191.0,18.0,Texas
Richland County,55103.0,112.0,Wisconsin
Queens County,36081.0,11652.0,New York
Sweetwater County,56037.0,185.0,Wyoming
Jefferson County,41031.0,131.0,Oregon
San Mateo County,6081.0,3757.0,California
St. Croix County,55109.0,432.0,Wisconsin
Schuyler County,29197.0,22.0,Missouri
Tripp County,46123.0,34.0,South Dakota
Douglas County,8035.0,1478.0,Colorado
San Bernardino County,6071.0,8463.0,California
Routt County,8107.0,121.0,Colorado
Cass County,26027.0,304.0,Michigan
Douglas County,41019.0,712.0,Oregon
Pickett County,47137.0,36.0,Tennessee
Elliott County,21063.0,42.0,Kentucky
Pima County,4019.0,5563.0,Arizona
Sierra County,35051.0,93.0,New Mexico
Floyd County,48153.0,27.0,Texas
Riverside County,6065.0,10659.0,California
Pacific County,53049.0,185.0,Washington
Calhoun County,45017.0,86.0,South Carolina
Barnwell County,45011.0,110.0,South Carolina
Bennett County,46007.0,14.0,South Dakota
Juneau Borough,2110.0,145.0,Alaska
Adair County,19001.0,46.0,Iowa
San Benito County,6069.0,260.0,California
Brooks County,48047.0,32.0,Texas
Atchison County,29005.0,33.0,Missouri
Adams County,16003.0,32.0,Idaho
Mason County,48319.0,27.0,Texas
Frederick County,51069.0,466.0,Virginia
San Joaquin County,6077.0,3138.0,California
Genesee County,26049.0,2101.0,Michigan
Otero County,8089.0,101.0,Colorado
Ward County,48475.0,46.0,Texas
Fairfax City,51600.0,108.0,Virginia
Mineral County,30061.0,33.0,Montana
Tillamook County,41057.0,181.0,Oregon
Maricopa County,4013.0,19841.0,Arizona
Valencia County,35061.0,387.0,New Mexico
Covington County,1039.0,219.0,Alabama
Midland County,48329.0,584.0,Texas
Fort Bend County,48157.0,3113.0,Texas
Lewis County,53041.0,463.0,Washington
Howard County,5061.0,64.0,Arkansas
Shelby County,1117.0,1041.0,Alabama
Platte County,29165.0,482.0,Missouri
Morrow County,41049.0,58.0,Oregon
Montgomery County,24031.0,5034.0,Maryland
Izard County,5065.0,90.0,Arkansas
Madera County,6039.0,652.0,California
Jenkins County,13165.0,43.0,Georgia
Cochise County,4003.0,736.0,Arizona
Dawson County,31047.0,114.0,Nebraska
Wilcox County,13315.0,48.0,Georgia
Escambia County,1053.0,191.0,Alabama
Cotton County,40033.0,33.0,Oklahoma
Arapahoe County,8005.0,2744.0,Colorado
Nacogdoches County,48347.0,279.0,Texas
Utah County,49049.0,1720.0,Utah
Millard County,49027.0,61.0,Utah
Greene County,28041.0,64.0,Mississippi
Wayne County,31179.0,42.0,Nebraska
Madison County,5087.0,89.0,Arkansas
Erath County,48143.0,175.0,Texas
Washington County,5143.0,904.0,Arkansas
McIntosh County,38051.0,20.0,North Dakota
Norton City,51720.0,19.0,Virginia
Sully County,46119.0,8.0,South Dakota
Motley County,48345.0,9.0,Texas
Broomfield County,8014.0,318.0,Colorado
Huerfano County,8055.0,50.0,Colorado
Prince Georges County,24033.0,4218.0,Maryland
Vernon County,29217.0,109.0,Missouri
Garfield County,8045.0,260.0,Colorado
Tuscaloosa County,1125.0,926.0,Alabama
Dakota County,31043.0,87.0,Nebraska
Delta County,8029.0,203.0,Colorado
Hanson County,46061.0,14.0,South Dakota
Kittitas County,53037.0,210.0,Washington
LaMoure County,38045.0,26.0,North Dakota
Terry County,48445.0,53.0,Texas
Boulder County,8013.0,1440.0,Colorado
Granite County,30039.0,24.0,Montana
Fulton County,42057.0,86.0,Pennsylvania
Caldwell County,29025.0,48.0,Missouri
Fresno County,6019.0,3806.0,California
Mackinac County,26097.0,75.0,Michigan
Pinal County,4021.0,2233.0,Arizona
Cowlitz County,53015.0,580.0,Washington
Curry County,41015.0,187.0,Oregon
El Paso County,8041.0,2903.0,Colorado
Starr County,48427.0,227.0,Texas
Albemarle County,51003.0,575.0,Virginia
Columbia County,53013.0,27.0,Washington
Walton County,12131.0,411.0,Florida
Allegan County,26005.0,590.0,Michigan
Walla Walla County,53071.0,310.0,Washington
Coosa County,1037.0,64.0,Alabama
Toole County,30101.0,25.0,Montana
Charlottesville City,51540.0,172.0,Virginia
Harmon County,40057.0,14.0,Oklahoma
Lamb County,48279.0,62.0,Texas
Aiken County,45003.0,909.0,South Carolina
Lincoln County,41041.0,357.0,Oregon
El Paso County,48141.0,3273.0,Texas
Pawnee County,31133.0,17.0,Nebraska
Teller County,8119.0,150.0,Colorado
Ellis County,40045.0,22.0,Oklahoma
Klickitat County,53039.0,141.0,Washington
DeKalb County,29063.0,59.0,Missouri
Jefferson County,12065.0,91.0,Florida
Lenawee County,26091.0,528.0,Michigan
Montrose County,8085.0,253.0,Colorado
Fremont County,8043.0,287.0,Colorado
Fremont County,56013.0,200.0,Wyoming
Garfield County,49017.0,27.0,Utah
Campbell County,56005.0,177.0,Wyoming
Burke County,38013.0,13.0,North Dakota
Park County,30067.0,107.0,Montana
Sanpete County,49039.0,113.0,Utah
Moore County,48341.0,78.0,Texas
Wallowa County,41063.0,51.0,Oregon
Hamilton County,17065.0,46.0,Illinois
Monroe County,12087.0,516.0,Florida
Bernalillo County,35001.0,3173.0,New Mexico
Donley County,48129.0,21.0,Texas
Power County,16077.0,36.0,Idaho
San Francisco County,6075.0,4035.0,California
Marquette County,26103.0,346.0,Michigan
Meade County,46093.0,137.0,South Dakota
Umatilla County,41059.0,357.0,Oregon
Deaf Smith County,48117.0,70.0,Texas
Choctaw County,1023.0,79.0,Alabama
Andrews County,48003.0,62.0,Texas
Baca County,8009.0,24.0,Colorado
Major County,40093.0,42.0,Oklahoma
Santa Clara County,6085.0,8159.0,California
Nueces County,48355.0,1516.0,Texas
Bear Lake County,16007.0,34.0,Idaho
Accomack County,51001.0,206.0,Virginia
Dunn County,55033.0,201.0,Wisconsin
Montgomery County,51121.0,369.0,Virginia
Nye County,32023.0,370.0,Nevada
Custer County,46033.0,62.0,South Dakota
Sullivan County,29211.0,33.0,Missouri
Frio County,48163.0,66.0,Texas
Elbert County,8039.0,131.0,Colorado
Custer County,16037.0,32.0,Idaho
Towner County,38095.0,14.0,North Dakota
Yuma County,4027.0,964.0,Arizona
Deuel County,31049.0,12.0,Nebraska
Hale County,48189.0,134.0,Texas
Moffat County,8081.0,59.0,Colorado
Lawrence County,46081.0,147.0,South Dakota
Golden Valley County,38033.0,11.0,North Dakota
Beaver County,40007.0,28.0,Oklahoma
San Saba County,48411.0,33.0,Texas
Los Alamos County,35028.0,95.0,New Mexico
Alger County,26003.0,58.0,Michigan
Merced County,6047.0,978.0,California
Hempstead County,5057.0,102.0,Arkansas
Hudson County,34017.0,2705.0,New Jersey
Clark County,53011.0,2204.0,Washington
Fremont County,16043.0,64.0,Idaho
Harrisonburg City,51660.0,153.0,Virginia
Kidder County,38043.0,15.0,North Dakota
Love County,40085.0,51.0,Oklahoma
Judith Basin County,30045.0,12.0,Montana
Hemphill County,48211.0,15.0,Texas
Grand County,49019.0,50.0,Utah
Appomattox County,51011.0,88.0,Virginia
Hartley County,48205.0,24.0,Texas
Texas County,40139.0,79.0,Oklahoma
Sevier County,5133.0,66.0,Arkansas
Seward County,31159.0,82.0,Nebraska
Ransom County,38073.0,32.0,North Dakota
Charlevoix County,26029.0,160.0,Michigan
Ouray County,8091.0,32.0,Colorado
Fauquier County,51061.0,353.0,Virginia
Menominee County,26109.0,144.0,Michigan
Reeves County,48389.0,50.0,Texas
Lincoln County,56023.0,93.0,Wyoming
Storey County,32029.0,31.0,Nevada
Saluda County,45081.0,101.0,South Carolina
Morrill County,31123.0,24.0,Nebraska
Monterey County,6053.0,1742.0,California
Colusa County,6011.0,91.0,California
Pittsylvania County,51143.0,358.0,Virginia
Smyth County,51173.0,172.0,Virginia
Noble County,39121.0,85.0,Ohio
Murray County,40099.0,72.0,Oklahoma
Ottawa County,26139.0,1238.0,Michigan
La Plata County,8067.0,278.0,Colorado
Jack County,48237.0,40.0,Texas
Beaufort County,45013.0,1158.0,South Carolina
Kauai County,15007.0,387.0,Hawaii
Clark County,32003.0,9439.0,Nevada
Spokane County,53063.0,2400.0,Washington
Phillips County,8095.0,24.0,Colorado
Alameda County,6001.0,6999.0,California
Hot Springs County,56017.0,30.0,Wyoming
Pepin County,55091.0,42.0,Wisconsin
Lipscomb County,48295.0,15.0,Texas
Roberts County,48393.0,5.0,Texas
Jim Hogg County,48247.0,21.0,Texas
Socorro County,35053.0,82.0,New Mexico
Beaverhead County,30001.0,53.0,Montana
Navajo County,4017.0,507.0,Arizona
Crane County,48103.0,16.0,Texas
Garza County,48169.0,21.0,Texas
DeKalb County,1049.0,338.0,Alabama
Uintah County,49047.0,121.0,Utah
Terrell County,48443.0,5.0,Texas
Los Angeles County,6037.0,40827.0,California
Pierce County,38069.0,23.0,North Dakota
Powder River County,30075.0,12.0,Montana
Eureka County,32011.0,9.0,Nevada
Sheridan County,31161.0,31.0,Nebraska
